ID,Species-Id-Mets-Score,Species-Id-Mets-Rank,Species-All-Mets-Score,Species-All-Mets-Rank,Enzymes-Id-Mets-Score,Enzymes-Id-Mets-Rank,Enzymes-All-Mets-Score,Enzymes-All-Mets-Rank
HILIC-pos_Cluster_1147,,,0.1973,5872,,,0.1643,10251
linoleoyl ethanolamide,0.3439,224,0.272,1690,0.2819,1610,0.2143,7008
HILIC-pos_Cluster_1149,,,0.3009,1068,,,0.2481,4846
Organonitrogen compounds,,,0.257,2168,,,0.2223,6445
Organonitrogen compounds,,,0.3156,828,,,0.2795,3353
Organonitrogen compounds,,,0.4649,75,,,0.3542,1032
HILIC-pos_Cluster_1153,,,0.2879,1312,,,0.1961,8292
HILIC-pos_Cluster_1154,,,0.2798,1493,,,0.1994,8035
HILIC-pos_Cluster_1155,,,0.2988,1100,,,0.2261,6210
HILIC-pos_Cluster_1156,,,0.214,4562,,,0.1554,10563
Pteridines and derivatives,,,0.19,6482,,,0.1809,9366
HILIC-pos_Cluster_1158,,,0.2317,3381,,,0.1903,8677
Organonitrogen compounds,,,0.1762,7521,,,0.1608,10391
linoleoyl ethanolamide,0.3388,242,0.3013,1061,0.4049,252,0.2939,2777
Organonitrogen compounds,,,0.3411,552,,,0.2723,3657
HILIC-pos_Cluster_1162,,,0.2793,1501,,,0.3215,1880
Benzenesulfonic acids and derivatives,,,0.2232,3909,,,0.2313,5854
Naphthofurans,,,0.2671,1853,,,0.2699,3750
HILIC-pos_Cluster_1165,,,0.2671,1854,,,0.1822,9277
HILIC-pos_Cluster_1166,,,0.2217,4017,,,0.1793,9476
HILIC-pos_Cluster_1167,,,0.1789,7334,,,0.1715,9909
HILIC-pos_Cluster_1168,,,0.2135,4596,,,0.1808,9371
Organonitrogen compounds,,,0.2222,3973,,,0.2364,5557
Organonitrogen compounds,,,0.1941,6146,,,0.2204,6576
HILIC-pos_Cluster_1171,,,0.18,7249,,,0.2413,5237
Flavonoids,,,0.3008,1069,,,0.4262,273
HILIC-pos_Cluster_1173,,,0.1358,8944,,,0.1497,10697
Benzodiazepines,,,0.1467,8758,,,0.1469,10740
Dipeptides,,,0.2593,2099,,,0.341,1368
Lineolic acids and derivatives,,,0.1702,7874,,,0.2249,6284
HILIC-pos_Cluster_1177,,,0.1406,8881,,,0.1869,8929
HILIC-pos_Cluster_1178,,,0.3097,916,,,0.1662,10175
HILIC-pos_Cluster_1179,,,0.3386,576,,,0.3533,1109
HILIC-pos_Cluster_1180,,,0.3278,689,,,0.2986,2627
Acyl carnitines,,,0.4297,124,,,0.5269,50
HILIC-pos_Cluster_1182,,,0.1613,8346,,,0.2034,7752
HILIC-pos_Cluster_1183,,,0.1502,8679,,,0.1989,8065
Biphenols,,,0.3191,786,,,0.3269,1745
HILIC-pos_Cluster_1185,,,0.2319,3365,,,0.1795,9461
1-monoacylglycerols,,,0.261,2052,,,0.2992,2602
Secondary alcohols,,,0.3417,545,,,0.2954,2732
HILIC-pos_Cluster_1188,,,0.2107,4806,,,0.2403,5293
HILIC-pos_Cluster_1189,,,0.2412,2847,,,0.2366,5532
HILIC-pos_Cluster_1190,,,0.2446,2681,,,0.2084,7436
Flavonoids,,,0.3753,327,,,0.3637,796
Benzamides,,,0.2128,4656,,,0.1987,8085
Benzamides,,,0.1785,7364,,,0.3065,2336
HILIC-pos_Cluster_1194,,,0.3138,857,,,0.3724,659
HILIC-pos_Cluster_1195,,,0.1769,7477,,,0.2967,2684
HILIC-pos_Cluster_1196,,,0.3244,734,,,0.348,1233
HILIC-pos_Cluster_1197,,,0.2257,3735,,,0.2045,7683
HILIC-pos_Cluster_1198,,,0.2647,1923,,,0.2768,3466
N-acyl amines,,,0.2715,1708,,,0.2366,5540
N-acyl amines,,,0.1941,6150,,,0.2024,7824
HILIC-pos_Cluster_1201,,,0.1516,8642,,,0.2233,6371
HILIC-pos_Cluster_1202,,,0.2987,1101,,,0.1948,8375
Benzopyrans,,,0.3053,991,,,0.3157,2045
Benzopyrans,,,0.1767,7491,,,0.4039,386
Diterpenoids,,,0.415,154,,,0.3465,1258
Diterpenoids,,,0.3634,388,,,0.2818,3254
Phenols,,,0.1754,7584,,,0.225,6276
HILIC-pos_Cluster_1208,,,0.1535,8604,,,0.162,10336
N-acyl amines,,,0.2173,4321,,,0.25,4743
N-acyl amines,,,0.1711,7820,,,0.1565,10528
HILIC-pos_Cluster_1211,,,0.1764,7513,,,0.248,4857
HILIC-pos_Cluster_1212,,,0.2783,1531,,,0.2999,2564
HILIC-pos_Cluster_1213,,,0.2016,5500,,,0.2339,5694
HILIC-pos_Cluster_1214,,,0.2249,3783,,,0.1945,8391
Alkyl-phenylketones,,,0.4801,68,,,0.294,2771
Alkyl-phenylketones,,,0.4448,103,,,0.3949,438
HILIC-pos_Cluster_1217,,,0.1532,8610,,,0.3798,589
HILIC-pos_Cluster_1218,,,0.4124,162,,,0.2579,4319
HILIC-pos_Cluster_1219,,,0.1619,8323,,,0.245,5030
Tetrahydrofurans,,,0.1958,5996,,,0.2006,7951
Gluco/mineralocorticoids, progestogins and derivatives,,,0.2044,5273,,,0.1916,8601
Tetrahydrofurans,,,0.234,3226,,,0.1969,8233
HILIC-pos_Cluster_1223,,,0.2805,1472,,,0.2072,7509
HILIC-pos_Cluster_1224,,,0.1896,6510,,,0.202,7851
Sulfated steroids,,,0.2898,1274,,,0.2934,2802
Fatty acids and conjugates,,,0.4153,152,,,0.3076,2298
HILIC-pos_Cluster_1227,,,0.181,7164,,,0.1703,9968
HILIC-pos_Cluster_1228,,,0.2127,4663,,,0.1831,9212
HILIC-pos_Cluster_1229,,,0.2037,5324,,,0.2165,6844
HILIC-pos_Cluster_1230,,,0.1931,6214,,,0.1539,10602
HILIC-pos_Cluster_1231,,,0.2308,3440,,,0.2824,3218
N-acyl-alpha amino acids,,,0.311,901,,,0.1933,8479
Fatty amides,,,0.2212,4049,,,0.2116,7204
Quinone and hydroquinone lipids,,,0.3906,243,,,0.345,1282
HILIC-pos_Cluster_1235,,,0.2725,1677,,,0.3068,2323
Fatty alcohols,,,0.2711,1719,,,0.1526,10633
Fatty alcohols,,,0.205,5237,,,0.2236,6357
Fatty alcohols,,,0.1991,5723,,,0.2056,7600
HILIC-pos_Cluster_1239,,,0.1869,6716,,,0.203,7780
HILIC-pos_Cluster_1240,,,0.4055,188,,,0.3435,1321
Fatty acyl glycosides of mono- and disaccharides,,,0.214,4563,,,0.2016,7880
Aminocyclitol glycosides,,,0.2099,4874,,,0.2319,5822
Quinolones and derivatives,,,0.3106,907,,,0.2302,5939
HILIC-pos_Cluster_1244,,,0.2524,2362,,,0.1962,8284
N-acyl-alpha amino acids,,,0.1638,8241,,,0.1478,10729
HILIC-pos_Cluster_1246,,,0.3031,1027,,,0.3279,1717
HILIC-pos_Cluster_1247,,,0.1489,8711,,,0.1925,8529
HILIC-pos_Cluster_1248,,,0.1496,8695,,,0.162,10337
HILIC-pos_Cluster_1249,,,0.2027,5405,,,0.2064,7560
HILIC-pos_Cluster_1250,,,0.2135,4597,,,0.226,6215
HILIC-pos_Cluster_1251,,,0.1874,6673,,,0.2508,4696
HILIC-pos_Cluster_1252,,,0.2123,4691,,,0.2144,7004
HILIC-pos_Cluster_1253,,,0.3904,244,,,0.4148,328
Acyl carnitines,,,0.3355,611,,,0.4531,191
HILIC-pos_Cluster_1255,,,0.2009,5559,,,0.2107,7266
Long-chain fatty acids,,,0.2554,2227,,,0.2642,4004
Long-chain fatty acids,,,0.2532,2325,,,0.2059,7585
HILIC-pos_Cluster_1258,,,0.2909,1243,,,0.2505,4717
Flavonoids,,,0.2408,2867,,,0.2151,6952
HILIC-pos_Cluster_1260,,,0.26,2076,,,0.1917,8590
Dipeptides,,,0.2156,4436,,,0.2102,7302
Dipeptides,,,0.2302,3479,,,0.2349,5633
HILIC-pos_Cluster_1263,,,0.3057,985,,,0.2936,2791
HILIC-pos_Cluster_1264,,,0.142,8857,,,0.1811,9354
HILIC-pos_Cluster_1265,,,0.1608,8356,,,0.1475,10732
HILIC-pos_Cluster_1266,,,0.3071,958,,,0.3019,2482
HILIC-pos_Cluster_1267,,,0.4397,108,,,0.4871,112
Phenylmethylamines,,,0.186,6798,,,0.2011,7922
HILIC-pos_Cluster_1269,,,0.1155,9028,,,0.1152,10944
Benzodiazepines,,,0.2532,2321,,,0.1785,9527
HILIC-pos_Cluster_1271,,,0.3915,238,,,0.3719,667
Galloyl esters,,,0.1481,8728,,,0.1427,10795
Benzamides,,,0.2123,4692,,,0.2154,6919
HILIC-pos_Cluster_1274,,,0.2453,2644,,,0.1598,10428
Benzoquinolines,,,0.6057,16,,,0.3677,722
HILIC-pos_Cluster_1276,,,0.2912,1235,,,0.1936,8457
HILIC-pos_Cluster_1277,,,0.1961,5972,,,0.2198,6615
HILIC-pos_Cluster_1278,,,0.1156,9026,,,0.1151,10945
HILIC-pos_Cluster_1279,,,0.2959,1147,,,0.2535,4567
Kaurane diterpenoids,,,0.2461,2610,,,0.1952,8354
HILIC-pos_Cluster_1281,,,0.1135,9041,,,0.1158,10940
Piperidines,,,0.2072,5068,,,0.1804,9403
HILIC-pos_Cluster_1283,,,0.1845,6924,,,0.1622,10326
HILIC-pos_Cluster_1284,,,0.2026,5414,,,0.1523,10637
Tryptamines and derivatives,,,0.2466,2590,,,0.229,6017
HILIC-pos_Cluster_1286,,,0.2012,5532,,,0.2956,2726
HILIC-pos_Cluster_1287,,,0.1455,8786,,,0.3164,2026
Lineolic acids and derivatives,,,0.1991,5719,,,0.18,9426
Lineolic acids and derivatives,,,0.1883,6602,,,0.1817,9311
HILIC-pos_Cluster_1290,,,0.2473,2572,,,0.1662,10176
HILIC-pos_Cluster_1291,,,0.1468,8755,,,0.189,8762
HILIC-pos_Cluster_1292,,,0.2625,2001,,,0.1815,9319
HILIC-pos_Cluster_1293,,,0.1362,8940,,,0.2107,7267
Phenol ethers,,,0.1917,6322,,,0.2305,5914
Phenol ethers,,,0.1702,7870,,,0.2269,6152
Lineolic acids and derivatives,,,0.1957,6004,,,0.1572,10506
Lineolic acids and derivatives,,,0.1662,8122,,,0.1677,10116
HILIC-pos_Cluster_1298,,,0.1766,7495,,,0.1864,8971
1-acyl-sn-glycero-3-phosphocholines,,,0.239,2946,,,0.201,7926
Benzodioxoles,,,0.235,3165,,,0.1902,8687
HILIC-pos_Cluster_1301,,,0.2595,2090,,,0.2265,6177
HILIC-pos_Cluster_1302,,,0.1675,8051,,,0.1547,10581
HILIC-pos_Cluster_1303,,,0.1162,9025,,,0.1154,10941
HILIC-pos_Cluster_1304,,,0.2157,4431,,,0.2684,3817
Very long-chain fatty acids,,,0.2206,4093,,,0.2209,6538
Very long-chain fatty acids,,,0.3428,533,,,0.5237,53
Very long-chain fatty acids,,,0.1713,7806,,,0.2068,7537
1-alkyl,3-acylglycerols,,,0.1707,7839,,,0.3028,2453
HILIC-pos_Cluster_1309,,,0.171,7823,,,0.2025,7817
HILIC-pos_Cluster_1310,,,0.2538,2295,,,0.2256,6235
HILIC-pos_Cluster_1311,,,0.4202,141,,,0.3359,1496
HILIC-pos_Cluster_1312,,,0.336,606,,,0.2874,3019
HILIC-pos_Cluster_1313,,,0.1347,8951,,,0.1533,10611
Oligopeptides,,,0.2229,3930,,,0.1743,9758
Oligopeptides,,,0.2938,1188,,,0.1889,8771
HILIC-pos_Cluster_1316,,,0.3593,414,,,0.2553,4475
HILIC-pos_Cluster_1317,,,0.2643,1934,,,0.2487,4815
Alkyl-phenylketones,,,0.4594,81,,,0.5635,29
Alkyl-phenylketones,,,0.2669,1862,,,0.3663,742
HILIC-pos_Cluster_1320,,,0.3178,802,,,0.3502,1176
HILIC-pos_Cluster_1321,,,0.1916,6332,,,0.1879,8844
Stilbenes,,,0.2536,2307,,,0.1634,10287
HILIC-pos_Cluster_1323,,,0.2062,5145,,,0.2671,3873
HILIC-pos_Cluster_1324,,,0.1979,5829,,,0.1984,8100
HILIC-pos_Cluster_1325,,,0.1868,6723,,,0.1884,8808
Gluco/mineralocorticoids, progestogins and derivatives,,,0.2279,3612,,,0.2399,5316
HILIC-pos_Cluster_1327,,,0.2111,4777,,,0.2532,4584
HILIC-pos_Cluster_1328,,,0.1883,6597,,,0.1929,8505
HILIC-pos_Cluster_1329,,,0.2477,2553,,,0.1604,10407
HILIC-pos_Cluster_1330,,,0.1646,8198,,,0.1549,10572
HILIC-pos_Cluster_1331,,,0.187,6700,,,0.1877,8861
HILIC-pos_Cluster_1332,,,0.2423,2790,,,0.1854,9050
N-acyl amines,,,0.2365,3077,,,0.2343,5670
HILIC-pos_Cluster_1334,,,0.1941,6147,,,0.2785,3386
HILIC-pos_Cluster_1335,,,0.2604,2065,,,0.2141,7025
HILIC-pos_Cluster_1336,,,0.305,997,,,0.2571,4370
HILIC-pos_Cluster_1337,,,0.1626,8298,,,0.3861,519
Coumarins and derivatives,,,0.24,2901,,,0.2823,3225
Coumarins and derivatives,,,0.2445,2687,,,0.2453,5012
Coumarins and derivatives,,,0.2507,2437,,,0.2098,7332
Coumarins and derivatives,,,0.2589,2111,,,0.2468,4919
Diterpenoids,,,0.1865,6750,,,0.2569,4377
HILIC-pos_Cluster_1343,,,0.2388,2961,,,0.2338,5700
Pyrans,,,0.1975,5852,,,0.185,9086
HILIC-pos_Cluster_1345,,,0.4141,158,,,0.2653,3957
HILIC-pos_Cluster_1346,,,0.4883,58,,,0.3925,469
Amino acids, peptides, and analogues,,,0.2532,2326,,,0.2005,7957
Sulfated steroids,,,0.3338,632,,,0.2012,7909
HILIC-pos_Cluster_1349,,,0.2572,2164,,,0.2583,4295
HILIC-pos_Cluster_1350,,,0.2468,2587,,,0.1985,8099
HILIC-pos_Cluster_1351,,,0.2456,2628,,,0.1824,9257
HILIC-pos_Cluster_1352,,,0.195,6063,,,0.2783,3396
HILIC-pos_Cluster_1353,,,0.2134,4608,,,0.2005,7958
HILIC-pos_Cluster_1354,,,0.2356,3135,,,0.2068,7538
HILIC-pos_Cluster_1355,,,0.2035,5341,,,0.2333,5734
Isoflavonoids,,,0.3019,1046,,,0.2508,4697
HILIC-pos_Cluster_1357,,,0.185,6888,,,0.2098,7335
HILIC-pos_Cluster_1358,,,0.2285,3571,,,0.1969,8224
HILIC-pos_Cluster_1359,,,0.2186,4233,,,0.1589,10458
HILIC-pos_Cluster_1360,,,0.2005,5603,,,0.1964,8271
HILIC-pos_Cluster_1361,,,0.2894,1281,,,0.28,3340
HILIC-pos_Cluster_1362,,,0.2833,1408,,,0.3053,2379
Steroid esters,,,0.2024,5430,,,0.1846,9119
Amino acids, peptides, and analogues,,,0.1659,8140,,,0.2548,4502
HILIC-pos_Cluster_1365,,,0.1784,7374,,,0.2819,3244
HILIC-pos_Cluster_1366,,,0.1798,7263,,,0.2172,6787
Benzoic acids and derivatives,,,0.1774,7450,,,0.3771,617
Benzoic acids and derivatives,,,0.2216,4019,,,0.2801,3334
Cholestane steroids,,,0.2147,4500,,,0.3147,2072
5alpha-cholestanol,0.6275,7,0.3562,429,0.3844,325,0.2446,5060
HILIC-pos_Cluster_1371,,,0.1138,9040,,,0.1151,10946
HILIC-pos_Cluster_1372,,,0.1967,5921,,,0.2009,7928
Carbohydrates and carbohydrate conjugates,,,0.2164,4378,,,0.2724,3650
C14 carnitine,0.5492,16,0.3751,328,0.4977,71,0.4282,266
Benzopyrans,,,0.4034,196,,,0.3468,1248
Benzopyrans,,,0.372,345,,,0.4769,134
Benzopyrans,,,0.165,8179,,,0.3045,2408
Benzopyrans,,,0.1917,6323,,,0.3247,1797
HILIC-pos_Cluster_1379,,,0.2608,2054,,,0.2363,5560
HILIC-pos_Cluster_1380,,,0.255,2250,,,0.3414,1361
HILIC-pos_Cluster_1381,,,0.2702,1757,,,0.3078,2291
HILIC-pos_Cluster_1382,,,0.1811,7156,,,0.148,10726
Cinnamic acids and derivatives,,,0.2704,1747,,,0.2313,5858
HILIC-pos_Cluster_1384,,,0.1586,8443,,,0.1733,9804
Salicylic acids,,,0.1743,7643,,,0.1967,8250
Salicylic acids,,,0.4123,164,,,0.4543,185
Salicylic acids,,,0.1337,8963,,,0.2103,7300
HILIC-pos_Cluster_1388,,,0.1908,6409,,,0.2398,5319
Fatty acyl glycosides of mono- and disaccharides,,,0.1637,8246,,,0.3197,1927
Benzopyrans,,,0.2974,1125,,,0.2033,7758
HILIC-pos_Cluster_1391,,,0.1482,8725,,,0.2283,6070
HILIC-pos_Cluster_1392,,,0.2006,5593,,,0.181,9359
HILIC-pos_Cluster_1393,,,0.1816,7121,,,0.1571,10511
HILIC-pos_Cluster_1394,,,0.3223,752,,,0.2902,2912
HILIC-pos_Cluster_1395,,,0.2805,1473,,,0.2067,7542
HILIC-pos_Cluster_1396,,,0.2933,1199,,,0.2756,3504
HILIC-pos_Cluster_1397,,,0.1851,6881,,,0.1681,10094
Long-chain fatty alcohols,,,0.1931,6219,,,0.1886,8795
HILIC-pos_Cluster_1399,,,0.182,7091,,,0.2104,7289
HILIC-pos_Cluster_1400,,,0.1369,8935,,,0.175,9720
HILIC-pos_Cluster_1401,,,0.2234,3898,,,0.245,5031
HILIC-pos_Cluster_1402,,,0.3046,1003,,,0.3299,1648
Long-chain fatty alcohols,,,0.22,4145,,,0.1798,9440
HILIC-pos_Cluster_1404,,,0.1997,5667,,,0.1934,8471
HILIC-pos_Cluster_1405,,,0.1668,8093,,,0.2056,7603
HILIC-pos_Cluster_1406,,,0.1638,8242,,,0.2176,6754
Medium-chain fatty acids,,,0.2041,5289,,,0.2555,4463
HILIC-pos_Cluster_1408,,,0.1749,7609,,,0.1876,8871
HILIC-pos_Cluster_1409,,,0.2261,3710,,,0.2664,3902
HILIC-pos_Cluster_1410,,,0.2344,3199,,,0.2607,4169
HILIC-pos_Cluster_1411,,,0.2139,4571,,,0.2186,6685
Sesquiterpenoids,,,0.2437,2729,,,0.2009,7939
Sesquiterpenoids,,,0.2628,1989,,,0.1919,8571
HILIC-pos_Cluster_1414,,,0.2205,4104,,,0.2265,6181
HILIC-pos_Cluster_1415,,,0.1982,5800,,,0.2362,5564
HILIC-pos_Cluster_1416,,,0.176,7535,,,0.2354,5610
HILIC-pos_Cluster_1417,,,0.2217,4018,,,0.2481,4847
HILIC-pos_Cluster_1418,,,0.2036,5333,,,0.1957,8317
HILIC-pos_Cluster_1419,,,0.2465,2601,,,0.1903,8681
N-acyl-alpha amino acids,,,0.4074,184,,,0.3138,2102
Benzodioxoles,,,0.2131,4635,,,0.2,7998
HILIC-pos_Cluster_1422,,,0.1257,9001,,,0.1418,10812
HILIC-pos_Cluster_1423,,,0.1695,7911,,,0.168,10103
HILIC-pos_Cluster_1424,,,0.2094,4930,,,0.2144,7000
Cholesterols and derivatives,,,0.3301,667,,,0.2726,3639
HILIC-pos_Cluster_1426,,,0.2202,4125,,,0.1612,10376
HILIC-pos_Cluster_1427,,,0.346,508,,,0.3048,2402
Cholesterols and derivatives,,,0.2307,3451,,,0.2855,3087
Benzodioxoles,,,0.248,2533,,,0.2809,3299
HILIC-pos_Cluster_1430,,,0.1666,8097,,,0.1699,9991
Flavonoids,,,0.2063,5134,,,0.3405,1374
Flavonoids,,,0.2841,1395,,,0.2433,5142
Coumarins and derivatives,,,0.2932,1201,,,0.3441,1302
Flavonoids,,,0.3644,380,,,0.3085,2266
Acyclic diterpenoids,,,0.2159,4408,,,0.2784,3390
Acyclic diterpenoids,,,0.1688,7961,,,0.2644,3992
Acyclic diterpenoids,,,0.1629,8287,,,0.3434,1326
Indoles and derivatives,,,0.1785,7365,,,0.1531,10619
HILIC-pos_Cluster_1439,,,0.1707,7840,,,0.2176,6755
HILIC-pos_Cluster_1440,,,0.2401,2894,,,0.1729,9830
HILIC-pos_Cluster_1441,,,0.1587,8442,,,0.2552,4482
HILIC-pos_Cluster_1442,,,0.1869,6717,,,0.1558,10554
Hydroxybenzoic acid derivatives,,,0.1759,7545,,,0.2657,3941
HILIC-pos_Cluster_1444,,,0.1964,5945,,,0.2421,5195
HILIC-pos_Cluster_1445,,,0.1943,6131,,,0.1762,9662
HILIC-pos_Cluster_1446,,,0.1779,7412,,,0.3007,2526
HILIC-pos_Cluster_1447,,,0.243,2754,,,0.1678,10110
Terpene glycosides,,,0.4069,185,,,0.2436,5124
Indoles and derivatives,,,0.2742,1629,,,0.1984,8110
HILIC-pos_Cluster_1450,,,0.207,5089,,,0.2141,7026
HILIC-pos_Cluster_1451,,,0.2112,4760,,,0.2595,4223
Ergosterols and derivatives,,,0.3787,304,,,0.2355,5603
HILIC-pos_Cluster_1453,,,0.1446,8797,,,0.2737,3595
HILIC-pos_Cluster_1454,,,0.2086,4985,,,0.2816,3264
HILIC-pos_Cluster_1455,,,0.1736,7686,,,0.1747,9731
HILIC-pos_Cluster_1456,,,0.2053,5214,,,0.26,4210
HILIC-pos_Cluster_1457,,,0.2239,3862,,,0.2574,4340
HILIC-pos_Cluster_1458,,,0.1657,8151,,,0.2171,6794
HILIC-pos_Cluster_1459,,,0.2553,2230,,,0.2886,2968
HILIC-pos_Cluster_1460,,,0.2123,4693,,,0.2213,6505
HILIC-pos_Cluster_1461,,,0.2662,1880,,,0.2174,6774
HILIC-pos_Cluster_1462,,,0.2908,1248,,,0.2238,6342
HILIC-pos_Cluster_1463,,,0.1285,8983,,,0.1301,10897
Benzopyrans,,,0.1377,8921,,,0.1528,10629
Benzopyrans,,,0.1333,8965,,,0.1263,10911
Flavonoids,,,0.1868,6724,,,0.2277,6103
HILIC-pos_Cluster_1467,,,0.2059,5167,,,0.2268,6155
HILIC-pos_Cluster_1468,,,0.2566,2185,,,0.2313,5855
Sesterterpenoids,,,0.1637,8250,,,0.1624,10320
Sesterterpenoids,,,0.2112,4761,,,0.1781,9547
HILIC-pos_Cluster_1471,,,0.2195,4174,,,0.217,6799
HILIC-pos_Cluster_1472,,,0.268,1825,,,0.3172,1998
HILIC-pos_Cluster_1473,,,0.2547,2257,,,0.1879,8845
HILIC-pos_Cluster_1474,,,0.1989,5740,,,0.1986,8092
Prostaglandins and related compounds,,,0.2846,1382,,,0.2292,6004
Fatty acid esters,,,0.1761,7530,,,0.2124,7134
Fatty acid esters,,,0.4025,199,,,0.2814,3272
HILIC-pos_Cluster_1478,,,0.2838,1399,,,0.3058,2363
Alpha amino acid esters,,,0.217,4342,,,0.2177,6746
HILIC-pos_Cluster_1480,,,0.2463,2606,,,0.1854,9051
HILIC-pos_Cluster_1481,,,0.2183,4258,,,0.2096,7349
HILIC-pos_Cluster_1482,,,0.233,3289,,,0.1771,9609
HILIC-pos_Cluster_1483,,,0.2245,3815,,,0.2276,6106
HILIC-pos_Cluster_1484,,,0.1753,7588,,,0.1716,9898
Ergostane steroids,,,0.2067,5107,,,0.2288,6042
C16 carnitine,0.4218,89,0.3622,393,0.3061,1210,0.2401,5304
Solanidines and derivatives,,,0.342,539,,,0.2709,3712
HILIC-pos_Cluster_1488,,,0.1951,6054,,,0.3171,2004
HILIC-pos_Cluster_1489,,,0.1941,6148,,,0.21,7325
HILIC-pos_Cluster_1490,,,0.2733,1650,,,0.2308,5894
Dihydroxy bile acids, alcohols and derivatives,,,0.2134,4601,,,0.2353,5613
Dihydroxy bile acids, alcohols and derivatives,,,0.1822,7079,,,0.2703,3739
Vitamin D and derivatives,,,0.3295,673,,,0.2845,3127
HILIC-pos_Cluster_1494,,,0.3584,422,,,0.3251,1785
Phenol esters,,,0.1717,7785,,,0.167,10152
Cholesterols and derivatives,,,0.1688,7962,,,0.1788,9507
HILIC-pos_Cluster_1497,,,0.2404,2888,,,0.2085,7430
HILIC-pos_Cluster_1498,,,0.3975,217,,,0.3293,1671
HILIC-pos_Cluster_1499,,,0.1834,7001,,,0.2861,3064
HILIC-pos_Cluster_1500,,,0.2869,1336,,,0.2381,5433
HILIC-pos_Cluster_1501,,,0.2312,3403,,,0.2321,5807
HILIC-pos_Cluster_1502,,,0.2426,2776,,,0.2799,3345
HILIC-pos_Cluster_1503,,,0.2821,1449,,,0.252,4642
HILIC-pos_Cluster_1504,,,0.2234,3895,,,0.1501,10690
Diterpenoids,,,0.1693,7930,,,0.3057,2367
Diterpenoids,,,0.1803,7225,,,0.3219,1868
Stilbene glycosides,,,0.3884,256,,,0.4334,241
HILIC-pos_Cluster_1508,,,0.198,5816,,,0.1897,8722
HILIC-pos_Cluster_1509,,,0.1537,8600,,,0.1899,8717
HILIC-pos_Cluster_1510,,,0.1703,7866,,,0.2357,5590
HILIC-pos_Cluster_1511,,,0.2611,2047,,,0.1999,8001
HILIC-pos_Cluster_1512,,,0.1378,8920,,,0.2498,4750
HILIC-pos_Cluster_1513,,,0.2431,2752,,,0.275,3536
HILIC-pos_Cluster_1514,,,0.2357,3127,,,0.3496,1198
HILIC-pos_Cluster_1515,,,0.2726,1671,,,0.3108,2184
Androgens and derivatives,,,0.3497,480,,,0.2546,4511
HILIC-pos_Cluster_1517,,,0.1907,6414,,,0.2409,5262
HILIC-pos_Cluster_1518,,,0.1806,7193,,,0.2033,7765
Stigmastanes and derivatives,,,0.2256,3742,,,0.1788,9508
Diphenylmethanes,,,0.2312,3412,,,0.2129,7104
Diphenylmethanes,,,0.2438,2722,,,0.2424,5182
HILIC-pos_Cluster_1522,,,0.1868,6725,,,0.2219,6463
Ergosterols and derivatives,,,0.1926,6254,,,0.3317,1607
Cholesterols and derivatives,,,0.2521,2384,,,0.1848,9103
HILIC-pos_Cluster_1525,,,0.3061,977,,,0.3801,587
HILIC-pos_Cluster_1526,,,0.2206,4098,,,0.1965,8266
HILIC-pos_Cluster_1527,,,0.2021,5458,,,0.2001,7992
HILIC-pos_Cluster_1528,,,0.2296,3507,,,0.205,7640
HILIC-pos_Cluster_1529,,,0.2238,3866,,,0.2306,5906
Spirosolanes and derivatives,,,0.2661,1885,,,0.1744,9750
Steroidal glycosides,,,0.2764,1570,,,0.3969,428
Steroidal glycosides,,,0.2151,4468,,,0.2166,6835
HILIC-pos_Cluster_1533,,,0.1466,8761,,,0.1454,10759
Coumarins and derivatives,,,0.2052,5224,,,0.263,4069
HILIC-pos_Cluster_1535,,,0.1946,6102,,,0.2865,3051
Hydroxysteroids,,,0.1949,6076,,,0.3508,1170
HILIC-pos_Cluster_1537,,,0.2406,2882,,,0.1721,9867
HILIC-pos_Cluster_1538,,,0.226,3716,,,0.2303,5934
HILIC-pos_Cluster_1539,,,0.2108,4800,,,0.1675,10124
Benzyl alcohols,,,0.1858,6817,,,0.1993,8041
HILIC-pos_Cluster_1541,,,0.3062,974,,,0.2684,3821
HILIC-pos_Cluster_1542,,,0.3263,707,,,0.3873,508
Spirosolanes and derivatives,,,0.2949,1175,,,0.4321,247
HILIC-pos_Cluster_1544,,,0.2175,4309,,,0.1738,9782
HILIC-pos_Cluster_1545,,,0.2011,5545,,,0.2035,7746
HILIC-pos_Cluster_1546,,,0.2095,4913,,,0.2129,7105
HILIC-pos_Cluster_1547,,,0.3834,288,,,0.4675,154
Vitamin D and derivatives,,,0.1893,6531,,,0.1771,9610
Vitamin D and derivatives,,,0.2309,3426,,,0.2672,3864
Vitamin D and derivatives,,,0.2784,1526,,,0.3236,1824
HILIC-pos_Cluster_1551,,,0.1439,8810,,,0.2528,4602
HILIC-pos_Cluster_1552,,,0.1699,7891,,,0.1597,10431
HILIC-pos_Cluster_1553,,,0.229,3536,,,0.2734,3611
HILIC-pos_Cluster_1554,,,0.2052,5222,,,0.284,3146
HILIC-pos_Cluster_1555,,,0.1467,8759,,,0.2042,7700
HILIC-pos_Cluster_1556,,,0.3202,768,,,0.2714,3690
HILIC-pos_Cluster_1557,,,0.1992,5707,,,0.2318,5831
Cinnamic acids and derivatives,,,0.1997,5668,,,0.2141,7027
HILIC-pos_Cluster_1559,,,0.2942,1182,,,0.3501,1182
