ID,Id-Mets-Score,Id-Mets-Rank,All-Mets-Score,All-Mets-Rank
2.7.1.86: NADH kinase,0.3135,1088,0.3541,1072
2.7.1.87: Streptomycin 3''-kinase,0.2781,1695,0.2303,5927
2.7.1.89: Thiamine kinase,0.2328,2362,0.3024,2467
2.7.1.90: Diphosphate--fructose-6-phosphate 1-phosphotransferase,0.3011,1309,0.3829,555
2.7.1.91: Sphinganine kinase,0.3581,493,0.3624,848
2.7.1.92: 5-dehydro-2-deoxygluconokinase,0.2936,1422,0.3366,1479
2.7.1.95: Kanamycin kinase,0.3953,285,0.3503,1174
2.7.10.1: Receptor protein-tyrosine kinase,0.3517,632,0.2877,3001
2.7.10.2: Non-specific protein-tyrosine kinase,0.3465,676,0.3358,1498
2.7.11.1: Non-specific serine/threonine protein kinase,0.3054,1225,0.3337,1559
2.7.11.11: cAMP-dependent protein kinase,0.3135,1089,0.3541,1073
2.7.11.13: Protein kinase C,0.354,610,0.3634,814
2.7.11.17: Calcium/calmodulin-dependent protein kinase,0.376,353,0.3252,1780
2.7.11.18: [Myosin light-chain] kinase,0.2518,2125,0.1849,9091
2.7.11.2: [Pyruvate dehydrogenase (acetyl-transferring)] kinase,0.3135,1090,0.3541,1074
2.7.11.21: Polo kinase,0.2907,1470,0.2776,3425
2.7.11.22: Cyclin-dependent kinase,0.3453,686,0.3222,1861
2.7.11.23: [RNA-polymerase]-subunit kinase,0.3575,538,0.3593,925
2.7.11.24: Mitogen-activated protein kinase,0.3581,494,0.3605,883
2.7.11.25: Mitogen-activated protein kinase kinase kinase,0.3536,616,0.3628,830
2.7.11.30: Receptor protein serine/threonine kinase,0.2773,1706,0.2507,4698
2.7.11.32: [Pyruvate, phosphate dikinase] kinase,0.2898,1487,0.2665,3892
2.7.11.33: [Pyruvate, water dikinase] kinase,0.2689,1849,0.3051,2387
2.7.11.5: [Isocitrate dehydrogenase (NADP(+))] kinase,0.2619,1984,0.3608,876
2.7.12.1: Dual-specificity kinase,0.3575,539,0.3594,922
2.7.12.2: Mitogen-activated protein kinase kinase,0.3602,468,0.3414,1359
2.7.13.3: Histidine kinase,0.2508,2138,0.2698,3754
2.7.14.1: Protein arginine kinase,0.3522,626,0.312,2153
2.7.2.1: Acetate kinase,0.2204,2470,0.3013,2499
2.7.2.11: Glutamate 5-kinase,0.2562,2072,0.3524,1133
2.7.2.15: Propionate kinase,0.2365,2319,0.3188,1946
2.7.2.2: Carbamate kinase,0.2349,2335,0.2986,2623
2.7.2.3: Phosphoglycerate kinase,0.2187,2482,0.2707,3716
2.7.2.4: Aspartate kinase,0.2588,2042,0.305,2393
2.7.2.7: Butyrate kinase,0.4037,255,0.4222,289
2.7.2.8: Acetylglutamate kinase,0.2907,1471,0.3871,509
2.7.3.3: Arginine kinase,0.3443,699,0.408,361
2.7.3.9: Phosphoenolpyruvate--protein phosphotransferase,0.2063,2561,0.2482,4832
2.7.4.1: Polyphosphate kinase,0.3139,1041,0.3935,458
2.7.4.10: Nucleoside-triphosphate--adenylate kinase,0.3556,578,0.3485,1218
2.7.4.13: (Deoxy)nucleoside-phosphate kinase,0.2394,2286,0.2174,6768
2.7.4.14: UMP/CMP kinase,0.501,65,0.5216,60
2.7.4.16: Thiamine-phosphate kinase,0.2285,2407,0.258,4308
2.7.4.2: Phosphomevalonate kinase,0.3514,637,0.3008,2520
2.7.4.21: Inositol-hexakisphosphate kinase,0.3579,510,0.3626,841
2.7.4.22: UMP kinase,0.2262,2427,0.3285,1698
2.7.4.23: Ribose 1,5-bisphosphate phosphokinase,0.2696,1828,0.2745,3562
2.7.4.24: Diphosphoinositol-pentakisphosphate kinase,0.3575,540,0.3566,983
2.7.4.25: (d)CMP kinase,0.2171,2492,0.2596,4219
2.7.4.26: Isopentenyl phosphate kinase,0.3638,446,0.3292,1673
2.7.4.27: ([Pyruvate, phosphate dikinase] phosphate) phosphotransferase,0.2898,1488,0.2665,3893
2.7.4.28: ([Pyruvate, water dikinase] phosphate) phosphotransferase,0.2689,1850,0.3051,2388
2.7.4.29: Kdo(2)-lipid A phosphotransferase,0.2512,2130,0.3369,1469
2.7.4.3: Adenylate kinase,0.2312,2374,0.3485,1221
2.7.4.6: Nucleoside-diphosphate kinase,0.3512,639,0.3515,1149
2.7.4.7: Phosphomethylpyrimidine kinase,0.2606,2013,0.2189,6665
2.7.4.8: Guanylate kinase,0.2188,2481,0.2759,3494
2.7.4.9: dTMP kinase,0.2178,2487,0.2152,6935
2.7.6.1: Ribose-phosphate diphosphokinase,0.223,2454,0.261,4151
2.7.6.2: Thiamine diphosphokinase,0.2628,1968,0.3299,1649
2.7.6.3: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,0.3115,1131,0.2385,5399
2.7.6.5: GTP diphosphokinase,0.2906,1475,0.3099,2201
2.7.7.1: Nicotinamide-nucleotide adenylyltransferase,0.3867,313,0.4093,352
2.7.7.10: UTP--hexose-1-phosphate uridylyltransferase,0.3383,753,0.291,2874
2.7.7.12: UDP-glucose--hexose-1-phosphate uridylyltransferase,0.2073,2554,0.2453,5007
2.7.7.13: Mannose-1-phosphate guanylyltransferase,0.2662,1902,0.233,5751
2.7.7.14: Ethanolamine-phosphate cytidylyltransferase,0.3552,590,0.3475,1238
2.7.7.15: Choline-phosphate cytidylyltransferase,0.282,1607,0.2289,6027
2.7.7.18: Nicotinate-nucleotide adenylyltransferase,0.2405,2269,0.3195,1929
2.7.7.19: Polynucleotide adenylyltransferase,0.2969,1374,0.342,1349
2.7.7.2: FAD synthetase,0.2763,1719,0.2865,3050
2.7.7.21: Transferred entry: 2.7.7.72,0.4243,186,0.4535,188
2.7.7.22: Mannose-1-phosphate guanylyltransferase (GDP),0.2687,1854,0.2788,3373
2.7.7.23: UDP-N-acetylglucosamine diphosphorylase,0.3733,374,0.3391,1414
2.7.7.24: Glucose-1-phosphate thymidylyltransferase,0.3193,971,0.4021,396
2.7.7.25: Transferred entry: 2.7.7.72,0.4243,187,0.4535,189
2.7.7.27: Glucose-1-phosphate adenylyltransferase,0.2256,2435,0.2707,3718
2.7.7.3: Pantetheine-phosphate adenylyltransferase,0.221,2465,0.2841,3143
2.7.7.33: Glucose-1-phosphate cytidylyltransferase,0.4731,90,0.4828,122
2.7.7.38: 3-deoxy-manno-octulosonate cytidylyltransferase,0.2459,2203,0.2489,4806
2.7.7.39: Glycerol-3-phosphate cytidylyltransferase,0.383,331,0.3687,708
2.7.7.4: Sulfate adenylyltransferase,0.2386,2303,0.2847,3119
2.7.7.41: Phosphatidate cytidylyltransferase,0.2196,2475,0.2637,4024
2.7.7.42: [Glutamate--ammonia-ligase] adenylyltransferase,0.3321,826,0.2289,6024
2.7.7.43: N-acylneuraminate cytidylyltransferase,0.3654,429,0.2919,2848
2.7.7.46: Gentamicin 2''-nucleotidyltransferase,0.2753,1733,0.2157,6892
2.7.7.47: Streptomycin 3''-adenylyltransferase,0.2923,1446,0.2823,3221
2.7.7.48:  ;  Q06996, L_SENDF,0.2501,2147,0.2017,7874
2.7.7.49: RNA-directed DNA polymerase,0.3551,591,0.3051,2389
2.7.7.5: Sulfate adenylyltransferase (ADP),0.3556,579,0.3495,1201
2.7.7.50: mRNA guanylyltransferase,0.3369,775,0.34,1387
2.7.7.53: ATP adenylyltransferase,0.3556,580,0.3495,1202
2.7.7.56: tRNA nucleotidyltransferase,0.2651,1925,0.2378,5452
2.7.7.58: (2,3-dihydroxybenzoyl)adenylate synthase,0.3736,372,0.2638,4020
2.7.7.59: [Protein-PII] uridylyltransferase,0.3138,1044,0.2588,4265
2.7.7.6: DNA-directed RNA polymerase,0.2563,2071,0.2922,2839
2.7.7.60: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,0.3019,1288,0.3921,472
2.7.7.61: Citrate lyase holo-[acyl-carrier protein] synthase,0.2952,1403,0.2694,3771
2.7.7.62: Adenosylcobinamide-phosphate guanylyltransferase,0.2675,1877,0.2358,5583
2.7.7.63: Lipoate--protein ligase,0.4701,91,0.4747,139
2.7.7.65: Diguanylate cyclase,0.2346,2339,0.339,1421
2.7.7.66: Malonate decarboxylase holo-[acyl-carrier protein] synthase,0.2597,2024,0.2752,3523
2.7.7.68: 2-phospho-L-lactate guanylyltransferase,0.366,425,0.3331,1581
2.7.7.7: DNA-directed DNA polymerase,0.225,2441,0.2492,4787
2.7.7.72: CCA tRNA nucleotidyltransferase,0.2611,1999,0.2238,6339
2.7.7.73: Sulfur carrier protein ThiS adenylyltransferase,0.239,2300,0.3748,633
2.7.7.75: Molybdopterin adenylyltransferase,0.2743,1754,0.3163,2028
2.7.7.76: Molybdenum cofactor cytidylyltransferase,0.251,2134,0.4066,367
2.7.7.77: Molybdenum cofactor guanylyltransferase,0.2926,1439,0.3328,1584
2.7.7.8: Polyribonucleotide nucleotidyltransferase,0.353,622,0.3594,920
2.7.7.80: Molybdopterin-synthase adenylyltransferase,0.2558,2075,0.3743,642
2.7.7.82: CMP-N,N'-diacetyllegionaminic acid synthase,0.3282,873,0.3122,2145
2.7.7.85: Diadenylate cyclase,0.2691,1843,0.2355,5600
2.7.7.87: L-threonylcarbamoyladenylate synthase,0.2613,1997,0.2292,6005
2.7.7.9: UTP--glucose-1-phosphate uridylyltransferase,0.3004,1322,0.2908,2880
2.7.7.n1: Adenosine monophosphate-protein transferase,0.2562,2073,0.3151,2061
2.7.8.1: Ethanolaminephosphotransferase,0.2854,1566,0.3324,1593
2.7.8.11: CDP-diacylglycerol--inositol 3-phosphatidyltransferase,0.315,1029,0.3058,2359
2.7.8.12: CDP-glycerol glycerophosphotransferase,0.3587,478,0.3533,1108
2.7.8.13: Phospho-N-acetylmuramoyl-pentapeptide-transferase,0.2151,2514,0.2749,3542
2.7.8.15: N-acetylglucosaminephosphotransferase,0.3663,423,0.3339,1551
2.7.8.2: Diacylglycerol cholinephosphotransferase,0.3523,625,0.3631,823
2.7.8.20: Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase,0.3151,1026,0.347,1246
2.7.8.23: Carboxyvinyl-carboxyphosphonate phosphorylmutase,0.327,889,0.2833,3178
2.7.8.24: Phosphatidylcholine synthase,0.2585,2048,0.2232,6372
2.7.8.25: Transferred entry: 2.4.2.52,0.2926,1440,0.2442,5086
2.7.8.26: Adenosylcobinamide-GDP ribazoletransferase,0.2966,1380,0.2933,2804
2.7.8.28: 2-phospho-L-lactate transferase,0.3667,419,0.3298,1653
2.7.8.31: Undecaprenyl-phosphate glucose phosphotransferase,0.2169,2495,0.3026,2459
2.7.8.33: N-acetylglucosaminephosphotransferase,0.2794,1657,0.3436,1317
2.7.8.36: transferase,0.3102,1142,0.3435,1319
2.7.8.37: Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase,0.2338,2346,0.3449,1284
2.7.8.41: Cardiolipin synthase (CMP-forming),0.3135,1091,0.3541,1075
2.7.8.5: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,0.2804,1636,0.3197,1926
2.7.8.6: Undecaprenyl-phosphate galactose phosphotransferase,0.3403,733,0.4248,279
2.7.8.7: Holo-[acyl-carrier-protein] synthase,0.335,799,0.2757,3496
2.7.8.8: CDP-diacylglycerol--serine O-phosphatidyltransferase,0.241,2263,0.2647,3977
2.7.9.1: Pyruvate, phosphate dikinase,0.3956,284,0.4921,102
2.7.9.2: Pyruvate, water dikinase,0.28,1645,0.2559,4441
2.7.9.3: Selenide, water dikinase,0.2781,1696,0.2542,4530
2.8.1.1: Thiosulfate sulfurtransferase,0.2952,1404,0.2799,3343
2.8.1.10: Thiazole synthase,0.2917,1455,0.3892,493
2.8.1.12: Molybdopterin synthase,0.3437,703,0.3498,1190
2.8.1.2: 3-mercaptopyruvate sulfurtransferase,0.2192,2478,0.2962,2695
2.8.1.4: tRNA sulfurtransferase,0.2679,1870,0.2836,3166
2.8.1.6: Biotin synthase,0.2738,1766,0.2944,2758
2.8.1.7: Cysteine desulfurase,0.2303,2385,0.2589,4257
2.8.1.8: Lipoyl synthase,0.21,2541,0.2075,7486
2.8.2.22: Aryl-sulfate sulfotransferase,0.3208,950,0.3062,2342
2.8.3.10: Citrate CoA-transferase,0.459,118,0.4988,90
2.8.3.11: Citramalate CoA-transferase,0.5596,27,0.5432,39
2.8.3.12: Glutaconate CoA-transferase,0.3431,711,0.2998,2565
2.8.3.16: Formyl-CoA transferase,0.2411,2261,0.2217,6475
2.8.3.17: Cinnamoyl-CoA:phenyllactate CoA-transferase,0.3337,810,0.2865,3046
2.8.3.19: CoA:oxalate CoA-transferase,0.2658,1912,0.3411,1365
2.8.3.21: L-carnitine CoA-transferase,0.2155,2510,0.2438,5107
2.8.3.5: 3-oxoacid CoA-transferase,0.3687,402,0.3633,816
2.8.3.6: 3-oxoadipate CoA-transferase,0.2663,1900,0.2672,3862
2.8.3.8: Acetate CoA-transferase,0.2329,2360,0.2251,6261
2.8.3.9: Butyrate--acetoacetate CoA-transferase,0.4475,136,0.3973,423
2.8.4.1: Coenzyme-B sulfoethylthiotransferase,0.3679,408,0.3299,1650
2.8.4.3: tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,0.3345,804,0.4024,394
2.8.4.4: [Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase,0.3284,871,0.302,2476
2.9.1.1: L-seryl-tRNA(Sec) selenium transferase,0.3307,847,0.2729,3629
3.1.1.1: Carboxylesterase,0.2761,1720,0.267,3875
3.1.1.11: Pectinesterase,0.3717,386,0.4246,280
3.1.1.13: Sterol esterase,0.3375,769,0.3401,1384
3.1.1.17: Gluconolactonase,0.2296,2394,0.2571,4364
3.1.1.2: Arylesterase,0.4143,220,0.3745,635
3.1.1.23: Acylglycerol lipase,0.3042,1248,0.2431,5152
3.1.1.24: 3-oxoadipate enol-lactonase,0.3121,1121,0.2977,2657
3.1.1.27: 4-pyridoxolactonase,0.2882,1521,0.2757,3497
3.1.1.29: Aminoacyl-tRNA hydrolase,0.2157,2508,0.2718,3675
3.1.1.3: Triacylglycerol lipase,0.3919,295,0.3727,656
3.1.1.31: 6-phosphogluconolactonase,0.2959,1393,0.2559,4444
3.1.1.32: Phospholipase A(1),0.322,941,0.3704,688
3.1.1.4: Phospholipase A(2),0.2742,1757,0.3532,1110
3.1.1.41: Cephalosporin-C deacetylase,0.2665,1898,0.2721,3661
3.1.1.45: Carboxymethylenebutenolidase,0.2252,2439,0.3189,1941
3.1.1.47: 1-alkyl-2-acetylglycerophosphocholine esterase,0.3287,868,0.2933,2805
3.1.1.5: Lysophospholipase,0.2358,2322,0.2276,6108
3.1.1.53: Sialate O-acetylesterase,0.3265,894,0.2749,3543
3.1.1.6: Acetylesterase,0.4958,73,0.5232,54
3.1.1.61: Protein-glutamate methylesterase,0.2696,1829,0.2743,3569
3.1.1.72: Acetylxylan esterase,0.3034,1265,0.2608,4157
3.1.1.73: Feruloyl esterase,0.2468,2194,0.261,4149
3.1.1.77: Acyloxyacyl hydrolase,0.2658,1913,0.2172,6784
3.1.1.79: Hormone-sensitive lipase,0.2855,1563,0.3112,2172
3.1.1.85: Pimeloyl-[acyl-carrier protein] methyl ester esterase,0.2469,2191,0.3829,556
3.1.1.89: Protein phosphatase methylesterase-1,0.3287,867,0.3379,1445
3.1.1.96: D-aminoacyl-tRNA deacylase,0.229,2399,0.2794,3358
3.1.1.97: Methylated diphthine methylhydrolase,0.3545,598,0.3641,778
3.1.11.1: Exodeoxyribonuclease I,0.2482,2173,0.3238,1816
3.1.11.2: Exodeoxyribonuclease III,0.2718,1796,0.2236,6353
3.1.11.3: Exodeoxyribonuclease (lambda-induced),0.4246,185,0.4296,258
3.1.11.5: Exodeoxyribonuclease V,0.3025,1279,0.3285,1699
3.1.11.6: Exodeoxyribonuclease VII,0.2202,2472,0.2738,3591
3.1.13.1: Exoribonuclease II,0.2808,1630,0.2991,2604
3.1.13.4: Poly(A)-specific ribonuclease,0.3312,841,0.3386,1430
3.1.13.5: Ribonuclease D,0.4515,126,0.4796,127
3.1.2.1: Acetyl-CoA hydrolase,0.274,1761,0.2573,4349
3.1.2.12: S-formylglutathione hydrolase,0.2784,1688,0.3094,2217
3.1.2.14: Oleoyl-[acyl-carrier-protein] hydrolase,0.3029,1273,0.3098,2203
3.1.2.2: Palmitoyl-CoA hydrolase,0.3135,1092,0.3541,1076
3.1.2.20: Acyl-CoA hydrolase,0.3012,1303,0.2317,5832
3.1.2.23: 4-hydroxybenzoyl-CoA thioesterase,0.3962,280,0.3371,1461
3.1.2.26: Bile-acid-CoA hydrolase,0.3009,1317,0.2334,5721
3.1.2.27: Choloyl-CoA hydrolase,0.3238,920,0.3249,1790
3.1.2.28: 1,4-dihydroxy-2-naphthoyl-CoA hydrolase,0.235,2334,0.3247,1793
3.1.2.4: 3-hydroxyisobutyryl-CoA hydrolase,0.2635,1956,0.2646,3985
3.1.2.6: Hydroxyacylglutathione hydrolase,0.3228,932,0.4077,362
3.1.21.1: Deoxyribonuclease I,0.2589,2033,0.2754,3514
3.1.21.2: Deoxyribonuclease IV,0.2907,1472,0.3596,908
3.1.21.3: Type I site-specific deoxyribonuclease,0.3183,983,0.4003,405
3.1.21.4: Type II site-specific deoxyribonuclease,0.3567,558,0.3558,999
3.1.21.5: Type III site-specific deoxyribonuclease,0.3985,275,0.3884,499
3.1.21.7: Deoxyribonuclease V,0.3179,987,0.354,1093
3.1.21.8: T(4) deoxyribonuclease II,0.2394,2287,0.2174,6769
3.1.22.4: Crossover junction endodeoxyribonuclease,0.2333,2352,0.2462,4955
3.1.25.1: Deoxyribonuclease (pyrimidine dimer),0.2436,2228,0.2372,5487
3.1.26.11: Ribonuclease Z,0.2333,2351,0.3044,2409
3.1.26.12: Ribonuclease E,0.308,1174,0.2225,6416
3.1.26.3: Ribonuclease III,0.2127,2525,0.2859,3070
3.1.26.4: Ribonuclease H,0.2285,2408,0.2228,6396
3.1.26.5: Ribonuclease P,0.2309,2376,0.3032,2441
3.1.26.8: Ribonuclease M5,0.3573,543,0.3348,1521
3.1.27.1: Ribonuclease T(2),0.3135,1093,0.3541,1077
3.1.27.6: Enterobacter ribonuclease,0.2161,2503,0.308,2285
3.1.27.9: Transferred entry: 4.6.1.16,0.3682,406,0.3295,1666
3.1.3.1: Alkaline phosphatase,0.3911,298,0.3901,486
3.1.3.10: Glucose-1-phosphatase,0.2526,2116,0.3262,1763
3.1.3.11: Fructose-bisphosphatase,0.2516,2127,0.2398,5320
3.1.3.12: Trehalose-phosphatase,0.2694,1835,0.2923,2837
3.1.3.13: Bisphosphoglycerate phosphatase,0.3422,717,0.3246,1800
3.1.3.15: Histidinol-phosphatase,0.2699,1823,0.319,1939
3.1.3.16: Protein-serine/threonine phosphatase,0.2485,2165,0.2256,6232
3.1.3.18: Phosphoglycolate phosphatase,0.2208,2468,0.2566,4389
3.1.3.2: Acid phosphatase,0.3554,586,0.3163,2027
3.1.3.21: Glycerol-1-phosphatase,0.3576,533,0.3557,1002
3.1.3.23: Sugar-phosphatase,0.2639,1948,0.3182,1967
3.1.3.25: Inositol-phosphate phosphatase,0.2943,1412,0.2835,3170
3.1.3.26: 4-phytase,0.4197,198,0.3602,891
3.1.3.27: Phosphatidylglycerophosphatase,0.2838,1583,0.2649,3972
3.1.3.29: N-acylneuraminate-9-phosphatase,0.177,2579,0.2091,7384
3.1.3.3: Phosphoserine phosphatase,0.2424,2245,0.256,4433
3.1.3.32: Polynucleotide 3'-phosphatase,0.3135,1094,0.3541,1078
3.1.3.33: Polynucleotide 5'-phosphatase,0.3135,1095,0.3541,1079
3.1.3.36: Phosphoinositide 5-phosphatase,0.3577,517,0.3636,799
3.1.3.37: Sedoheptulose-bisphosphatase,0.3579,507,0.3578,950
3.1.3.39: Streptomycin-6-phosphatase,0.2987,1344,0.2176,6750
3.1.3.4: Phosphatidate phosphatase,0.275,1736,0.3749,632
3.1.3.41: 4-nitrophenylphosphatase,0.3273,882,0.3415,1357
3.1.3.43: [Pyruvate dehydrogenase (acetyl-transferring)]-phosphatase,0.2645,1935,0.3092,2234
3.1.3.45: 3-deoxy-manno-octulosonate-8-phosphatase,0.3263,897,0.2828,3192
3.1.3.46: Fructose-2,6-bisphosphate 2-phosphatase,0.3041,1250,0.2684,3816
3.1.3.48: Protein-tyrosine-phosphatase,0.2088,2544,0.2481,4848
3.1.3.5: 5'-nucleotidase,0.2728,1778,0.2441,5090
3.1.3.54: Fructose-2,6-bisphosphate 6-phosphatase,0.3521,627,0.3628,831
3.1.3.6: 3'-nucleotidase,0.24,2277,0.2885,2969
3.1.3.64: Phosphatidylinositol-3-phosphatase,0.3565,563,0.3529,1116
3.1.3.67: Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase,0.3577,518,0.3596,909
3.1.3.68: 2-deoxyglucose-6-phosphatase,0.2218,2461,0.2528,4596
3.1.3.7: 3'(2'),5'-bisphosphate nucleotidase,0.3074,1187,0.3054,2372
3.1.3.70: Mannosyl-3-phosphoglycerate phosphatase,0.2688,1852,0.3001,2553
3.1.3.71: 2-phosphosulfolactate phosphatase,0.2628,1966,0.2226,6407
3.1.3.73: Adenosylcobalamin/alpha-ribazole phosphatase,0.2542,2095,0.2568,4378
3.1.3.74: Pyridoxal phosphatase,0.2768,1714,0.3696,701
3.1.3.77: Acireductone synthase,0.2691,1845,0.2602,4196
3.1.3.8: 3-phytase,0.3054,1226,0.2438,5108
3.1.3.81: Diacylglycerol diphosphate phosphatase,0.2335,2349,0.33,1644
3.1.3.82: D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase,0.2327,2363,0.3592,928
3.1.3.83: D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase,0.4635,108,0.311,2177
3.1.3.84: ADP-ribose 1''-phosphate phosphatase,0.356,573,0.3637,794
3.1.3.89: 5'-deoxynucleotidase,0.3117,1125,0.3276,1728
3.1.3.90: Maltose 6'-phosphate phosphatase,0.2629,1965,0.2446,5063
3.1.3.97: 3',5'-nucleoside bisphosphate phosphatase,0.2186,2483,0.3011,2508
3.1.30.1: Aspergillus nuclease S(1),0.3076,1182,0.1924,8531
3.1.31.1: Micrococcal nuclease,0.3305,849,0.2871,3029
3.1.4.1: Phosphodiesterase I,0.2905,1479,0.322,1865
3.1.4.11: Phosphoinositide phospholipase C,0.3569,552,0.3628,832
3.1.4.12: Sphingomyelin phosphodiesterase,0.3279,878,0.2112,7218
3.1.4.14: [Acyl-carrier-protein] phosphodiesterase,0.2468,2195,0.273,3620
3.1.4.16: 2',3'-cyclic-nucleotide 2'-phosphodiesterase,0.2581,2050,0.3014,2494
3.1.4.17: 3',5'-cyclic-nucleotide phosphodiesterase,0.342,719,0.3465,1253
3.1.4.3: Phospholipase C,0.2953,1402,0.3299,1646
3.1.4.37: 2',3'-cyclic-nucleotide 3'-phosphodiesterase,0.4635,107,0.3388,1425
3.1.4.4: Phospholipase D,0.3152,1024,0.3096,2213
3.1.4.45: N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,0.2881,1524,0.2246,6294
3.1.4.46: Glycerophosphodiester phosphodiesterase,0.3239,919,0.357,976
3.1.4.52: Cyclic-guanylate-specific phosphodiesterase,0.2993,1335,0.3888,497
3.1.4.53: 3',5'-cyclic-AMP phosphodiesterase,0.2894,1497,0.2784,3387
3.1.4.54: N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D,0.3343,807,0.3404,1375
3.1.4.55: Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase,0.2249,2442,0.3353,1510
3.1.4.57: Phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase,0.2749,1737,0.2796,3350
3.1.5.1: dGTPase,0.3307,848,0.3225,1851
3.1.6.1: Arylsulfatase,0.268,1869,0.302,2477
3.1.6.12: N-acetylgalactosamine-4-sulfatase,0.3846,322,0.4063,368
3.1.6.6: Choline-sulfatase,0.324,916,0.2691,3786
3.1.7.2: Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase,0.228,2413,0.2421,5192
3.1.8.1: Aryldialkylphosphatase,0.3355,793,0.3089,2245
3.11.1.1: Phosphonoacetaldehyde hydrolase,0.3053,1228,0.3085,2263
3.13.1.1: UDP-sulfoquinovose synthase,0.2876,1530,0.2425,5172
3.2.1.1: Alpha-amylase,0.2941,1413,0.3001,2554
3.2.1.10: Oligo-1,6-glucosidase,0.3016,1296,0.3551,1016
3.2.1.101: Mannan endo-1,6-alpha-mannosidase,0.358,504,0.3588,935
3.2.1.103: Keratan-sulfate endo-1,4-beta-galactosidase,0.4214,193,0.3575,959
3.2.1.106: Mannosyl-oligosaccharide glucosidase,0.3579,511,0.3585,941
3.2.1.11: Dextranase,0.2784,1691,0.2929,2820
3.2.1.113: Mannosyl-oligosaccharide 1,2-alpha-mannosidase,0.297,1372,0.2539,4547
3.2.1.122: Maltose-6'-phosphate glucosidase,0.332,831,0.2646,3982
3.2.1.130: Glycoprotein endo-alpha-1,2-mannosidase,0.3215,946,0.2608,4156
3.2.1.131: Xylan alpha-1,2-glucuronosidase,0.3345,805,0.4181,312
3.2.1.133: Glucan 1,4-alpha-maltohydrolase,0.3174,997,0.2294,5984
3.2.1.135: Neopullulanase,0.3163,1011,0.2679,3840
3.2.1.139: Alpha-glucuronidase,0.2872,1535,0.2426,5168
3.2.1.14: Chitinase,0.437,153,0.4039,384
3.2.1.141: 4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase,0.2528,2113,0.2129,7096
3.2.1.15: Polygalacturonase,0.3033,1266,0.2613,4142
3.2.1.151: Xyloglucan-specific endo-beta-1,4-glucanase,0.3442,701,0.2989,2612
3.2.1.152: Mannosylglycoprotein endo-beta-mannosidase,0.3028,1275,0.2415,5223
3.2.1.156: Oligosaccharide reducing-end xylanase,0.3183,984,0.3812,571
3.2.1.169: Protein O-GlcNAcase,0.4405,147,0.4472,208
3.2.1.17: Lysozyme,0.3436,704,0.2761,3484
3.2.1.177: Alpha-D-xyloside xylohydrolase,0.2555,2077,0.2783,3392
3.2.1.178: Beta-porphyranase,0.3507,646,0.2312,5866
3.2.1.18: Exo-alpha-sialidase,0.4256,182,0.4027,391
3.2.1.180: Unsaturated chondroitin disaccharide hydrolase,0.3413,722,0.2535,4562
3.2.1.185: Non-reducing end beta-L-arabinofuranosidase,0.2895,1491,0.344,1304
3.2.1.187: (Ara-f)(3)-Hyp beta-L-arabinobiosidase,0.2608,2010,0.3247,1794
3.2.1.20: Alpha-glucosidase,0.3164,1008,0.4325,246
3.2.1.21: Beta-glucosidase,0.2535,2104,0.2898,2928
3.2.1.22: Alpha-galactosidase,0.2764,1718,0.2981,2649
3.2.1.23: Beta-galactosidase,0.2422,2248,0.3035,2428
3.2.1.24: Alpha-mannosidase,0.4157,216,0.3737,646
3.2.1.25: Beta-mannosidase,0.4561,122,0.5007,86
3.2.1.26: Beta-fructofuranosidase,0.2371,2315,0.2865,3047
3.2.1.28: Alpha,alpha-trehalase,0.2856,1562,0.3782,606
3.2.1.3: Glucan 1,4-alpha-glucosidase,0.3497,653,0.2849,3111
3.2.1.31: Beta-glucuronidase,0.3283,872,0.3103,2194
3.2.1.33: Amylo-alpha-1,6-glucosidase,0.4448,140,0.3702,693
3.2.1.35: Hyaluronoglucosaminidase,0.3117,1126,0.2582,4301
3.2.1.37: Xylan 1,4-beta-xylosidase,0.2665,1899,0.2883,2975
3.2.1.38: Beta-D-fucosidase,0.3511,641,0.279,3367
3.2.1.4: Cellulase,0.3629,451,0.3785,604
3.2.1.40: Alpha-L-rhamnosidase,0.4109,229,0.4604,170
3.2.1.41: Pullulanase,0.2622,1980,0.2617,4125
3.2.1.45: Glucosylceramidase,0.3036,1258,0.3017,2486
